Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SBIN.NS,TCS.NS,^NSEI
2014-01-02,148.65452575683594,173.93824768066406,317.3195495605469,138.5866241455078,579.1976318359375,185.40989685058594,153.063232421875,831.1536865234375,6221.14990234375
2014-01-03,150.0347442626953,172.51515197753906,325.0325927734375,138.49859619140625,565.7804565429688,183.13201904296875,151.04739379882812,852.3256225585938,6211.14990234375
2014-01-06,149.71798706054688,168.3106689453125,320.72479248046875,138.8946533203125,564.9140625,181.161376953125,148.28054809570312,858.99951171875,6191.4501953125
2014-01-07,150.32888793945312,169.7984161376953,315.1861877441406,139.35665893554688,569.9453735351562,178.43850708007812,145.93092346191406,846.1697387695312,6162.25
2014-01-08,150.39675903320312,170.4937744140625,312.53778076171875,139.4226531982422,558.12158203125,179.9111328125,145.55763244628906,856.3338623046875,6174.60009765625
2014-01-09,150.00079345703125,169.93588256835938,314.6072692871094,138.8726348876953,543.3348999023438,180.26080322265625,144.03366088867188,859.9009399414062,6168.35009765625
2014-01-10,149.79713439941406,165.6747283935547,323.76531982421875,141.9528350830078,534.4739990234375,181.83944702148438,141.25367736816406,874.8401489257812,6171.4501953125
2014-01-13,152.24078369140625,170.59080505371094,334.1357727050781,143.2069091796875,548.1705932617188,186.5541229248047,144.16104125976562,908.5355224609375,6272.75
2014-01-14,152.1163787841797,167.60719299316406,336.1187438964844,142.76686096191406,543.3909912109375,186.78724670410156,142.95330810546875,892.4258422851562,6241.85009765625
2014-01-15,153.9829864501953,171.1487274169922,338.42535400390625,144.7030029296875,558.5408325195312,187.62420654296875,144.11276245117188,902.7241821289062,6320.89990234375
2014-01-16,152.28607177734375,171.23765563964844,339.6105041503906,143.2289276123047,561.2802734375,187.7725830078125,143.71746826171875,901.45849609375,6318.89990234375
2014-01-17,150.46461486816406,167.29995727539062,340.0390319824219,142.94288635253906,560.6373291015625,187.4759063720703,142.43067932128906,848.8163452148438,6261.64990234375
2014-01-20,151.60726928710938,168.82814025878906,341.82135009765625,145.29701232910156,558.4569702148438,184.29745483398438,144.2137451171875,896.8173828125,6303.9501953125
2014-01-21,152.97610473632812,174.33444213867188,342.6465148925781,144.79098510742188,565.4730224609375,182.8777313232422,145.76405334472656,874.6099243164062,6313.7998046875
